LOCAL_DATE2,COOLING_DEGREE_DAYS2,HEATING_DEGREE_DAYS2,TOTAL_PRECIPITATION2,TOTAL_RAIN2,TOTAL_SNOW2,SNOW_ON_GROUND2,MAX_TEMPERATURE2,MEAN_TEMPERATURE2,MIN_TEMPERATURE2
7/25/2011,0,1,1.4,1.4,0,0,22.5,17,11.5
7/26/2011,0,1.5,0,0,0,0,20.5,16.5,12.5
7/27/2011,0,3.2,1,1,0,0,19.5,14.8,10
7/28/2011,0,3.5,1.8,1.8,0,0,18,14.5,11
7/29/2011,0,3,3.8,3.8,0,0,19.5,15,10.5
7/30/2011,0,5.7,11.6,11.6,0,0,13.5,12.3,11
7/31/2011,0,5.2,4.1,4.1,0,0,16.5,12.8,9
8/1/2011,0,4.5,0,0,0,0,20.5,13.5,6.5
8/2/2011,0,2,0,0,0,0,23,16,9
8/3/2011,0.3,0,0,0,0,0,24.5,18.3,12
8/4/2011,0,0.5,0.8,0.8,0,0,26,17.5,9
8/5/2011,0,1,1,1,0,0,21.5,17,12.5
8/6/2011,0,4.2,1,1,0,0,19.5,13.8,8
8/7/2011,0,2.5,0,0,0,0,23.5,15.5,7.5
8/8/2011,0,1,0,0,0,0,26,17,8
8/9/2011,0.3,0,0,0,0,0,25.5,18.3,11
8/10/2011,0,1.2,0,0,0,0,25.5,16.8,8
8/11/2011,0,0.5,0,0,0,0,25,17.5,10
8/12/2011,0,4,0,0,0,0,20.5,14,7.5
8/13/2011,0,4.7,1.4,1.4,0,0,19,13.3,7.5
8/14/2011,0,5.2,4.6,4.6,0,0,16.5,12.8,9
8/15/2011,0,5,0.6,0.6,0,0,18.5,13,7.5
8/16/2011,0,5.2,0.6,0.6,0,0,17.5,12.8,8
8/17/2011,0,4.7,1.8,1.8,0,0,17.5,13.3,9
8/18/2011,0,5,0,0,0,0,19,13,7
8/19/2011,0,5,0.2,0.2,0,0,19.5,13,6.5
8/20/2011,0.8,0,1.8,1.8,0,0,25.5,18.8,12
8/21/2011,0,1.2,11,11,0,0,19.5,16.8,14
8/22/2011,0,1.7,7.6,7.6,0,0,18.5,16.3,14
8/23/2011,0,3.5,1.8,1.8,0,0,19.5,14.5,9.5
8/24/2011,0,1,0,0,0,0,22.5,17,11.5
8/25/2011,0,7,0,0,0,0,18.5,11,3.5
8/26/2011,0,3,0,0,0,0,23,15,7
8/27/2011,0,1.7,0,0,0,0,23,16.3,9.5
8/28/2011,0,2.2,7.6,7.6,0,0,24.5,15.8,7
8/29/2011,0,1.5,0.6,0.6,0,0,20,16.5,13
8/30/2011,0,5.7,0.4,0.4,0,0,17.5,12.3,7
8/31/2011,0,6.2,0,0,0,0,18.5,11.8,5
9/1/2011,0,6.5,4,4,0,0,16.5,11.5,6.5
9/2/2011,0,6,0,0,0,0,17.5,12,6.5
9/3/2011,0,6,0,0,0,0,20.5,12,3.5
9/4/2011,0,3.2,0,0,0,0,22,14.8,7.5
9/5/2011,0,3.7,0.4,0.4,0,0,21,14.3,7.5
9/6/2011,0,0.7,0,0,0,0,25.5,17.3,9
9/7/2011,0.8,0,0,0,0,0,27,18.8,10.5
9/8/2011,0.5,0,0,0,0,0,27,18.5,10
9/9/2011,1.3,0,0,0,0,0,27,19.3,11.5
9/10/2011,0,1.7,0,0,0,0,24,16.3,8.5
9/11/2011,0,2.5,0,0,0,0,21.5,15.5,9.5
9/12/2011,0,6,0,0,0,0,20,12,4
9/13/2011,0,5.5,0,0,0,0,20,12.5,5
9/14/2011,0,4.5,3.6,3.6,0,0,21.5,13.5,5.5
9/15/2011,0,7.2,6,6,0,0,13,10.8,8.5
9/16/2011,0,5.5,0,0,0,0,16,12.5,9
9/17/2011,0,7.2,0.8,0.8,0,0,15.5,10.8,6
9/18/2011,0,8.2,1.2,1.2,0,0,16.5,9.8,3
9/19/2011,0,8.5,0,0,0,0,16.5,9.5,2.5
9/20/2011,0,6.5,0,0,0,0,20.5,11.5,2.5
9/21/2011,0,0.2,11,11,0,0,20.5,17.8,15
9/22/2011,0,4.2,6.2,6.2,0,0,19.5,13.8,8
9/23/2011,0,4.5,35,35,0,0,19,13.5,8
9/24/2011,0,11.5,4.8,4.8,0,0,8,6.5,5
9/25/2011,0,5,2.8,2.8,0,0,20.5,13,5.5
9/26/2011,0,10,0,0,0,0,15,8,1
9/27/2011,0,5,0,0,0,0,15.5,13,10.5
9/28/2011,0,10.2,0,0,0,0,14,7.8,1.5
9/29/2011,0,8.5,0,0,0,0,17,9.5,2
9/30/2011,0,6.5,0,0,0,0,14.5,11.5,8.5
10/1/2011,0,13.2,0,0,0,0,10.5,4.8,-1
10/2/2011,0,12.5,0.8,0.8,0,0,12,5.5,-1
10/3/2011,0,10,0.6,0.6,0,0,13,8,3
10/4/2011,0,11,0,0,0,0,16,7,-2
10/5/2011,0,10.2,0,0,0,0,14,7.8,1.5
10/6/2011,0,11,0.6,0.6,0,0,14,7,0
10/7/2011,0,7.7,0,0,0,0,15,10.3,5.5
10/8/2011,0,11,0,0,0,0,13.5,7,0.5
10/9/2011,0,6.5,0,0,0,0,15,11.5,8
10/10/2011,0,11.5,2.8,2.8,0,0,11,6.5,2
10/11/2011,0,9.7,1,1,0,0,13,8.3,3.5
10/12/2011,0,9.7,0,0,0,0,12.5,8.3,4
10/13/2011,0,13.5,0,0,0,0,11,4.5,-2
10/14/2011,0,13.7,0,0,0,0,10.5,4.3,-2
10/15/2011,0,14.7,0,0,0,0,9.5,3.3,-3
10/16/2011,0,15.2,2.2,2.2,0,0,9.5,2.8,-4
10/17/2011,0,11,1,1,0,0,11,7,3
10/18/2011,0,8.5,0,0,0,0,15,9.5,4
10/19/2011,0,12.2,4.2,4.2,0,0,7.5,5.8,4
10/20/2011,0,14,0,0,0,0,9,4,-1
10/21/2011,0,15,2.8,2.8,0,0,8,3,-2
10/22/2011,0,12.7,1.4,1.4,0,0,10.5,5.3,0
10/23/2011,0,14,0.1,0.1,0,0,7.5,4,0.5
10/24/2011,0,14,0,0,0,0,9,4,-1
10/25/2011,0,14.5,0,0,0,0,8.5,3.5,-1.5
10/26/2011,0,14.5,2.6,2.6,0,0,7,3.5,0
10/27/2011,0,14.7,0,0,0,0,8,3.3,-1.5
10/28/2011,0,14.5,0,0,0,0,8.5,3.5,-1.5
10/29/2011,0,15.5,5,5,0,0,6,2.5,-1
10/30/2011,0,11.2,0.4,0.4,0,0,11.5,6.8,2
10/31/2011,0,14.2,0,0,0,0,8,3.8,-0.5
11/1/2011,0,14.7,0,0,0,0,7,3.3,-0.5
11/2/2011,0,11.5,0,0,0,0,9,6.5,4
11/3/2011,0,17.5,0,0,0,0,5,0.5,-4
11/4/2011,0,22.3,0,0,0,0,0.5,-4.3,-9
11/5/2011,0,19,2,0,2,0,4,-1,-6
11/6/2011,0,18.8,0,0,0,2,2,-0.8,-3.5
11/7/2011,0,17.2,0.6,0,0.6,0,2.5,0.8,-1
11/8/2011,0,17.7,0,0,0,0,4,0.3,-3.5
11/9/2011,0,15,5.2,2.6,2.6,0,8,3,-2
11/10/2011,0,11.2,12.8,12.8,0,0,10,6.8,3.5
11/11/2011,0,16.5,6,6,0,0,2.5,1.5,0.5
11/12/2011,0,17,8,0,8,0,2.5,1,-0.5
11/13/2011,0,16.5,0,0,0,8,5,1.5,-2
11/14/2011,0,20.3,0,0,0,4,1.5,-2.3,-6
11/15/2011,0,21,0,0,0,4,-0.5,-3,-5.5
11/16/2011,0,21,17.8,0,17.8,4,0.5,-3,-6.5
11/17/2011,0,24.3,3.2,0,3.2,22,-5,-6.3,-7.5
11/18/2011,0,31.5,0,0,0,22,-11,-13.5,-16
11/19/2011,0,35,0.6,0,0.6,22,-12,-17,-22
11/20/2011,0,25.5,0,0,0,22,-1,-7.5,-14
11/21/2011,,,,,,,,,
11/22/2011,,,,,,,,,
11/23/2011,0,18.3,0,0,0,13,4.5,-0.3,-5
11/24/2011,0,19,0,0,0,12,4,-1,-6
11/25/2011,0,18,2,0,2,12,3,0,-3
11/26/2011,0,14.7,5.4,5.4,0,0,8,3.3,-1.5
11/27/2011,0,14.7,0.2,0,0.2,0,5.5,3.3,1
11/28/2011,0,19.5,1,0,1,6,2.5,-1.5,-5.5
11/29/2011,0,16.7,4.8,0,4.8,7,2,1.3,0.5
11/30/2011,0,20.8,0,0,0,6,0.5,-2.8,-6
12/1/2011,0,18.5,0,0,0,6,3,-0.5,-4
12/2/2011,0,16.7,0,0,0,6,3,1.3,-0.5
12/3/2011,0,16,0,0,0,5,5.5,2,-1.5
12/4/2011,0,24,0,0,0,5,-3,-6,-9
12/5/2011,,,,,,,,,
12/6/2011,,,,,,,,,
12/7/2011,0,27,1,0,1,5,-5,-9,-13
12/8/2011,0,27.8,3.6,0,3.6,6,-5.5,-9.8,-14
12/9/2011,0,25.3,0,0,0,6,-1.5,-7.3,-13
12/10/2011,0,22,0,0,0,6,-1,-4,-7
12/11/2011,0,21.8,0,0,0,6,-1.5,-3.8,-6
12/12/2011,0,25.3,4,0,4,6,-1,-7.3,-13.5
12/13/2011,0,19.3,0,0,0,10,0.5,-1.3,-3
12/14/2011,0,26.3,4.6,0,4.6,9,-5,-8.3,-11.5
12/15/2011,0,21.8,10.8,0,10.8,13,1,-3.8,-8.5
12/16/2011,0,18.3,17.2,14.2,3,22,4.5,-0.3,-5
12/17/2011,0,14.7,11.2,11.2,0,13,5,3.3,1.5
12/18/2011,0,19.8,0,0,0,8,1.5,-1.8,-5
12/19/2011,0,17.5,0.2,0,0.2,8,5,0.5,-4
12/20/2011,0,15.7,0,0,0,8,5,2.3,-0.5
12/21/2011,0,21.5,0,0,0,7,-0.5,-3.5,-6.5
12/22/2011,0,19.3,0,0,0,8,2.5,-1.3,-5
12/23/2011,0,16.7,0,0,0,8,4,1.3,-1.5
12/24/2011,0,13.7,0,0,0,8,6.5,4.3,2
12/25/2011,0,12.5,0,0,0,6,6,5.5,5
12/26/2011,0,18.5,0.8,0,0.8,5,3,-0.5,-4
12/27/2011,0,19.3,0,0,0,7,0,-1.3,-2.5
12/28/2011,0,17,0,0,0,7,7,1,-5
12/29/2011,0,17.5,6.8,0,6.8,8,2.5,0.5,-1.5
12/30/2011,0,19.3,2,0,2,12,2,-1.3,-4.5
12/31/2011,0,25.8,0,0,0,13,-4,-7.8,-11.5
1/1/2012,0,23.5,0,0,0,13,5,-5.5,-16
1/2/2012,0,18,3.5,3.5,0,13,6,0,-6
1/3/2012,0,14,0.9,0.9,0,10,8,4,0
1/4/2012,0,10.2,1.2,1.2,0,3,9.5,7.8,6
1/5/2012,0,17.2,0,0,0,3,4,0.8,-2.5
1/6/2012,0,20.3,0.3,0,0.3,2,0.5,-2.3,-5
1/7/2012,0,17.2,2.5,0,2.5,2,4,0.8,-2.5
1/8/2012,0,14.2,1,1,0,4,7.5,3.8,0
1/9/2012,0,13.2,0,0,0,0,7.5,4.8,2
1/10/2012,0,22.3,0,0,0,2,-1.5,-4.3,-7
1/11/2012,0,26.5,0,0,0,2,-4.5,-8.5,-12.5
1/12/2012,0,24.3,0,0,0,0,-0.5,-6.3,-12
1/13/2012,0,22,3.4,0,3.4,2,-1,-4,-7
1/14/2012,0,22.8,0,0,0,5,-2,-4.8,-7.5
1/15/2012,0,33.3,0,0,0,5,-13.5,-15.3,-17
1/16/2012,0,40.3,0,0,0,4,-20.5,-22.3,-24
1/17/2012,0,41.8,0,0,0,4,-20.5,-23.8,-27
1/18/2012,0,46.5,0,0,0,4,-25,-28.5,-32
1/19/2012,0,46.3,2,0,2,4,-23.5,-28.3,-33
1/20/2012,0,38,9.8,0,9.8,6,-12.5,-20,-27.5
1/21/2012,0,32.3,5.2,0,5.2,15,-9.5,-14.3,-19
1/22/2012,0,27.3,0.8,0,0.8,20,1.5,-9.3,-20
1/23/2012,0,20.3,0,0,0,18,3,-2.3,-7.5
1/24/2012,0,15,1.4,0,1.4,14,5,3,1
1/25/2012,0,15.5,0,0,0,8,5,2.5,0
1/26/2012,0,23,0,0,0,8,1,-5,-11
1/27/2012,0,20.5,4,0,4,8,3,-2.5,-8
1/28/2012,0,17,2,0,2,12,4,1,-2
1/29/2012,0,15.2,0.6,0.6,0,15,6.5,2.8,-1
1/30/2012,0,14.7,0.6,0.6,0,14,5.5,3.3,1
1/31/2012,0,15.5,1.2,0,1.2,13,5.5,2.5,-0.5
2/1/2012,,,,,,,,,
2/2/2012,0,17.7,0,0,0,14,5,0.3,-4.5
2/3/2012,0,18.5,0,0,0,14,4,-0.5,-5
2/4/2012,0,19.3,0,0,0,0,3.5,-1.3,-6
2/5/2012,0,20.8,0,0,0,0,3,-2.8,-8.5
2/6/2012,0,24.8,0,0,0,12,-3.5,-6.8,-10
2/7/2012,0,25,0,0,0,12,-2,-7,-12
2/8/2012,0,24.8,0,0,0,12,1.5,-6.8,-15
2/9/2012,0,22.3,0,0,0,12,2,-4.3,-10.5
2/10/2012,0,17.7,0,0,0,11,4.5,0.3,-4
2/11/2012,0,16,0.3,0.3,0,11,4,2,0
2/12/2012,0,15.5,1.2,1.2,0,0,5.5,2.5,-0.5
2/13/2012,0,19,0,0,0,11,3,-1,-5
2/14/2012,0,23.5,0,0,0,11,0.5,-5.5,-11.5
2/15/2012,0,23.3,0,0,0,11,1.5,-5.3,-12
2/16/2012,0,19.8,1.2,0,1.2,11,1.5,-1.8,-5
2/17/2012,0,17.5,6.8,0,6.8,12,5.5,0.5,-4.5
2/18/2012,0,18.3,0,0,0,20,2.5,-0.3,-3
2/19/2012,0,17.2,0,0,0,20,3.5,0.8,-2
2/20/2012,0,21.8,6,0,6,16,1.5,-3.8,-9
2/21/2012,0,17,2.6,1,1.6,22,4,1,-2
2/22/2012,0,17,0,0,0,22,5.5,1,-3.5
2/23/2012,0,17,0.6,0,0.6,20,4,1,-2
2/24/2012,0,22.3,14.2,0,14.2,18,-1.5,-4.3,-7
2/25/2012,0,23.3,0,0,0,33,-4.5,-5.3,-6
2/26/2012,0,29.5,0,0,0,33,-5,-11.5,-18
2/27/2012,0,29.3,0,0,0,30,-4,-11.3,-18.5
2/28/2012,0,20.5,2,0,2,28,3,-2.5,-8
2/29/2012,0,21.3,1.8,0,1.8,30,2,-3.3,-8.5
3/1/2012,0,21.3,0,0,0,31,2,-3.3,-8.5
3/2/2012,0,18.8,2.5,0,2.5,29,3,-0.8,-4.5
3/3/2012,0,14,4.8,2,2.8,0,7.5,4,0.5
3/4/2012,0,16,1.8,0,1.8,30,5,2,-1
3/5/2012,0,23.8,0,0,0,33,-1,-5.8,-10.5
3/6/2012,0,26,0,0,0,35,-0.5,-8,-15.5
3/7/2012,0,17,0.1,0,0.1,0,5,1,-3
3/8/2012,0,14,1.8,1.8,0,33,7.5,4,0.5
3/9/2012,0,12.2,0,0,0,28,10,5.8,1.5
3/10/2012,0,17,0,0,0,22,5.5,1,-3.5
3/11/2012,0,15.5,0.4,0,0.4,22,7.5,2.5,-2.5
3/12/2012,0,17.7,0,0,0,22,7,0.3,-6.5
3/13/2012,0,17.2,0,0,0,22,4,0.8,-2.5
3/14/2012,0,18,0,0,0,21,4,0,-4
3/15/2012,0,11.7,0,0,0,21,12.5,6.3,0
3/16/2012,0,14.5,0,0,0,16,8.5,3.5,-1.5
3/17/2012,0,16.7,12,0,12,16,7.5,1.3,-5
3/18/2012,0,16.5,0,0,0,30,5,1.5,-2
3/19/2012,0,19.3,1.2,0,1.2,20,4,-1.3,-6.5
3/20/2012,0,17.2,2.5,0,2.5,20,7.5,0.8,-6
3/21/2012,0,14.5,0,0,0,20,7,3.5,0
3/22/2012,0,18.5,0,0,0,18,7.5,-0.5,-8.5
3/23/2012,0,17.5,0,0,0,16,8,0.5,-7
3/24/2012,0,17.5,0,0,0,15,8.5,0.5,-7.5
3/25/2012,0,17.5,0,0,0,15,9,0.5,-8
3/26/2012,0,15,0,0,0,13,12,3,-6
3/27/2012,0,12.7,0,0,0,10,12.5,5.3,-2
3/28/2012,0,12.2,0,0,0,8,11.5,5.8,0
3/29/2012,0,11.2,0.8,0.8,0,2,10.5,6.8,3
3/30/2012,0,15.2,0,0,0,0,7.5,2.8,-2
3/31/2012,0,17.2,0,0,0,0,6.5,0.8,-5
4/1/2012,0,15,0,0,0,0,9,3,-3
4/2/2012,0,14,0,0,0,0,11,4,-3
4/3/2012,0,14.7,4.6,2.6,2,0,5,3.3,1.5
4/4/2012,0,16.7,0,0,0,2,7,1.3,-4.5
4/5/2012,0,16.5,0.8,0.8,0,0,8,1.5,-5
4/6/2012,,,,,,,,,
4/7/2012,,,,,,,,,
4/8/2012,0,13,0,0,0,0,15,5,-5
4/9/2012,0,11.5,0,0,0,0,15,6.5,-2
4/10/2012,0,10.7,0,0,0,0,16,7.3,-1.5
4/11/2012,0,8.7,1.8,1.8,0,0,17.5,9.3,1
4/12/2012,0,11.2,8.4,8.4,0,0,9.5,6.8,4
4/13/2012,0,13.5,0.8,0.8,0,0,7.5,4.5,1.5
4/14/2012,0,14.7,0,0,0,0,7,3.3,-0.5
4/15/2012,0,14.2,0,0,0,0,11,3.8,-3.5
4/16/2012,0,13.5,0,0,0,0,12,4.5,-3
4/17/2012,0,10.7,0.2,0.2,0,0,12.5,7.3,2
4/18/2012,0,10,0,0,0,0,13,8,3
4/19/2012,0,11.5,0,0,0,0,14.5,6.5,-1.5
4/20/2012,0,10.2,0,0,0,0,12.5,7.8,3
4/21/2012,0,13.2,0,0,0,0,13,4.8,-3.5
4/22/2012,0,12,3.7,3.7,0,0,8,6,4
4/23/2012,0,10.5,5.2,5.2,0,0,10.5,7.5,4.5
4/24/2012,0,10.5,0,0,0,0,14.5,7.5,0.5
4/25/2012,0,5,0,0,0,0,20,13,6
4/26/2012,0,9.5,17.2,17.2,0,0,10.5,8.5,6.5
4/27/2012,0,10.7,0,0,0,0,13,7.3,1.5
4/28/2012,0,12.2,3.5,3.5,0,0,10.5,5.8,1
4/29/2012,0,9.7,1.2,1.2,0,0,13.5,8.3,3
4/30/2012,0,10.7,9,9,0,0,10.5,7.3,4
5/1/2012,0,10.7,0.4,0.4,0,0,12.5,7.3,2
5/2/2012,0,11.5,0,0,0,0,13.5,6.5,-0.5
5/3/2012,0,11,1.6,1.6,0,0,12,7,2
5/4/2012,0,10.5,0.2,0.2,0,0,12,7.5,3
5/5/2012,0,12,0,0,0,0,12.5,6,-0.5
5/6/2012,0,9.7,1.2,1.2,0,0,17,8.3,-0.5
5/7/2012,0,4.7,0,0,0,0,19.5,13.3,7
5/8/2012,0,7.7,0.2,0.2,0,0,13,10.3,7.5
5/9/2012,0,13.2,0.2,0.2,0,0,9.5,4.8,0
5/10/2012,0,11.2,0,0,0,0,12.5,6.8,1
5/11/2012,0,9.2,0,0,0,0,16,8.8,1.5
5/12/2012,0,5.7,0,0,0,0,22.5,12.3,2
5/13/2012,0,6.2,0,0,0,0,22,11.8,1.5
5/14/2012,0,6.2,0,0,0,0,22,11.8,1.5
5/15/2012,0,5,0,0,0,0,18,13,8
5/16/2012,0,9.2,0.8,0.8,0,0,12.5,8.8,5
5/17/2012,0,11.7,3.4,3.4,0,0,11,6.3,1.5
5/18/2012,0,12.2,1.4,1.4,0,0,10.5,5.8,1
5/19/2012,0,9.5,0,0,0,0,17,8.5,0
5/20/2012,0,4.5,0,0,0,0,20,13.5,7
5/21/2012,0,4.7,11,11,0,0,17,13.3,9.5
5/22/2012,0,6.5,0.2,0.2,0,0,15.5,11.5,7.5
5/23/2012,0,7.2,0,0,0,0,18.5,10.8,3
5/24/2012,0,6,0,0,0,0,18,12,6
5/25/2012,0,5.2,0,0,0,0,21,12.8,4.5
5/26/2012,0,5,0,0,0,0,24,13,2
5/27/2012,0,4,0,0,0,0,23,14,5
5/28/2012,0,3.5,5.8,5.8,0,0,22,14.5,7
5/29/2012,0,6.5,0,0,0,0,17,11.5,6
5/30/2012,0,5.5,0.4,0.4,0,0,17.5,12.5,7.5
5/31/2012,0,3,1.2,1.2,0,0,21.5,15,8.5
6/1/2012,0,5.5,2.8,2.8,0,0,20,12.5,5
6/2/2012,0,7.2,0,0,0,0,17.5,10.8,4
6/3/2012,0,7.5,0,0,0,0,16.5,10.5,4.5
6/4/2012,0,6.5,0.1,0.1,0,0,18,11.5,5
6/5/2012,0,5.2,1.2,1.2,0,0,16,12.8,9.5
6/6/2012,0,9.2,19,19,0,0,10.5,8.8,7
6/7/2012,0,6.2,1.6,1.6,0,0,17.5,11.8,6
6/8/2012,0,5.2,3.5,3.5,0,0,17,12.8,8.5
6/9/2012,0,4,0,0,0,0,21.5,14,6.5
6/10/2012,0,1.5,0,0,0,0,24,16.5,9
6/11/2012,0,2.5,16.2,16.2,0,0,21,15.5,10
6/12/2012,0,3.7,1.6,1.6,0,0,16.5,14.3,12
6/13/2012,0,3.7,0,0,0,0,19,14.3,9.5
6/14/2012,0,6.5,0,0,0,0,15,11.5,8
6/15/2012,0,4.2,17,17,0,0,19.5,13.8,8
6/16/2012,0,3,4.6,4.6,0,0,19.5,15,10.5
6/17/2012,0,3.5,3.4,3.4,0,0,18.5,14.5,10.5
6/18/2012,0,4.7,4,4,0,0,16.5,13.3,10
6/19/2012,0,2.2,0.4,0.4,0,0,21.5,15.8,10
6/20/2012,0,2,0,0,0,0,22.5,16,9.5
6/21/2012,0,1,0,0,0,0,24,17,10
6/22/2012,1.3,0,0,0,0,0,28.5,19.3,10
6/23/2012,2.8,0,2.2,2.2,0,0,25.5,20.8,16
6/24/2012,0,0.5,0,0,0,0,23,17.5,12
6/25/2012,0,2.5,0,0,0,0,21,15.5,10
6/26/2012,0,7.7,0,0,0,0,15.5,10.3,5
6/27/2012,0,3.7,0,0,0,0,18,14.3,10.5
6/28/2012,0,3.5,1,1,0,0,20,14.5,9
6/29/2012,0,2,2.6,2.6,0,0,20.5,16,11.5
6/30/2012,0,3.2,5,5,0,0,17,14.8,12.5
7/1/2012,0,4.2,7.8,7.8,0,0,19,13.8,8.5
7/2/2012,0,4.5,8.6,8.6,0,0,17.5,13.5,9.5
7/3/2012,0,4.2,0,0,0,0,18,13.8,9.5
7/4/2012,0,3.5,0,0,0,0,18,14.5,11
7/5/2012,0,4,0,0,0,0,21,14,7
7/6/2012,0,1.7,0,0,0,0,26,16.3,6.5
7/7/2012,0,0.7,0,0,0,0,26,17.3,8.5
7/8/2012,1,0,0,0,0,0,29,19,9
7/9/2012,2,0,0,0,0,0,29.5,20,10.5
7/10/2012,1,0,0,0,0,0,27,19,11
7/11/2012,0.5,0,0,0,0,0,26.5,18.5,10.5
7/12/2012,0.5,0,0,0,0,0,27.5,18.5,9.5
7/13/2012,1.5,0,0,0,0,0,30,19.5,9
7/14/2012,2.5,0,9,9,0,0,29.5,20.5,11.5
7/15/2012,2.3,0,0,0,0,0,26.5,20.3,14
7/16/2012,3,0,0,0,0,0,29,21,13
7/17/2012,3.8,0,0,0,0,0,29.5,21.8,14
7/18/2012,2.5,0,0,0,0,0,26.5,20.5,14.5
7/19/2012,0.8,0,0,0,0,0,25.5,18.8,12
7/20/2012,3,0,4.3,4.3,0,0,30.5,21,11.5
7/21/2012,1.8,0,1.4,1.4,0,0,24.5,19.8,15
7/22/2012,0,0.5,0.8,0.8,0,0,24.5,17.5,10.5
7/23/2012,0,0.7,2.4,2.4,0,0,23,17.3,11.5
7/24/2012,1.5,0,0,0,0,0,27,19.5,12
7/25/2012,2.8,0,0.2,0.2,0,0,28.5,20.8,13
7/26/2012,2.3,0,0,0,0,0,28,20.3,12.5
7/27/2012,3.5,0,12,12,0,0,27.5,21.5,15.5
7/28/2012,0,0.5,0,0,0,0,23,17.5,12
7/29/2012,0.8,0,1.6,1.6,0,0,24.5,18.8,13
7/30/2012,0,0.7,0,0,0,0,22,17.3,12.5
7/31/2012,0,1.5,4,4,0,0,23,16.5,10
8/1/2012,0,4,5.8,5.8,0,0,18,14,10
8/2/2012,0,2,0,0,0,0,22.5,16,9.5
8/3/2012,2,0,0,0,0,0,27.5,20,12.5
8/4/2012,4,0,0,0,0,0,30,22,14
8/5/2012,,,0,0,0,0,31.5,,
8/6/2012,,,0,0,0,0,31,,
8/7/2012,,,,,,,,,
8/8/2012,,,,,,,,,
8/9/2012,0,1.7,0,0,0,0,20.5,16.3,12
8/10/2012,0,3.2,0,0,0,0,21.5,14.8,8
8/11/2012,0,1.5,0,0,0,0,23.5,16.5,9.5
8/12/2012,1,0,0,0,0,0,27,19,11
8/13/2012,0.5,0,2.6,2.6,0,0,24,18.5,13
8/14/2012,0,0.5,0,0,0,0,21,17.5,14
8/15/2012,0,3,0,0,0,0,23.5,15,6.5
8/16/2012,0,0.5,0,0,0,0,28,17.5,7
8/17/2012,1.3,0,0,0,0,0,30.5,19.3,8
8/18/2012,3.3,0,0,0,0,0,31.5,21.3,11
8/19/2012,3.8,0,0,0,0,0,30,21.8,13.5
8/20/2012,3.3,0,0.2,0.2,0,0,30,21.3,12.5
8/21/2012,1,0,0.4,0.4,0,0,24,19,14
8/22/2012,0,0,0,0,0,0,22,18,14
8/23/2012,0,4.7,1.4,1.4,0,0,18.5,13.3,8
8/24/2012,0,6,0,0,0,0,15.5,12,8.5
8/25/2012,0,1.5,0,0,0,0,21.5,16.5,11.5
8/26/2012,0,2,0,0,0,0,25,16,7
8/27/2012,,,,,,,,,
8/28/2012,,,,,,,,,
8/29/2012,0,3.5,5.6,5.6,0,0,19,14.5,10
8/30/2012,0,5.5,0,0,0,0,16.5,12.5,8.5
8/31/2012,0,5,1.2,1.2,0,0,19,13,7
9/1/2012,,,,,,,,,
9/2/2012,,,,,,,,,
9/3/2012,0,5.2,0,0,0,0,19.5,12.8,6
9/4/2012,0,3.5,0.2,0.2,0,0,22,14.5,7
9/5/2012,0,3.2,0,0,0,0,20.5,14.8,9
9/6/2012,0,4,0,0,0,0,23,14,5
9/7/2012,0,2,0,0,0,0,24.5,16,7.5
9/8/2012,0,1.2,0,0,0,0,26.5,16.8,7
9/9/2012,0,1.5,3.8,3.8,0,0,23.5,16.5,9.5
9/10/2012,0,7.2,0,0,0,0,15,10.8,6.5
9/11/2012,0,7.5,0,0,0,0,15,10.5,6
9/12/2012,0,7.7,0.2,0.2,0,0,16.5,10.3,4
9/13/2012,0,4,0,0,0,0,23,14,5
9/14/2012,0,3,0,0,0,0,21.5,15,8.5
9/15/2012,0,8,0,0,0,0,18.5,10,1.5
9/16/2012,0,7,0,0,0,0,21,11,1
9/17/2012,0,3.5,0,0,0,0,26.5,14.5,2.5
9/18/2012,0,4,0,0,0,0,22,14,6
9/19/2012,0,5,0,0,0,0,23,13,3
9/20/2012,0,4,0,0,0,0,23,14,5
9/21/2012,0,3.2,0,0,0,0,24,14.8,5.5
9/22/2012,0,3.2,0,0,0,0,23.5,14.8,6
9/23/2012,0,2.7,0,0,0,0,24.5,15.3,6
9/24/2012,0,5.2,3.8,3.8,0,0,16,12.8,9.5
9/25/2012,0,7.7,0.2,0.2,0,0,16.5,10.3,4
9/26/2012,0,6.7,0,0,0,0,19,11.3,3.5
9/27/2012,0,5.2,0,0,0,0,22.5,12.8,3
9/28/2012,0,4.5,6.1,6.1,0,0,16,13.5,11
9/29/2012,0,7.5,0,0,0,,16,10.5,5
9/30/2012,0,8.2,,,,,14.5,9.8,5
10/1/2012,0,4.5,3.6,3.6,0,,17,13.5,10
10/2/2012,0,11.5,1.2,1.2,0,0,10,6.5,3
10/3/2012,0,13.5,0,0,0,0,10,4.5,-1
10/4/2012,0,13.2,0,0,0,0,11,4.8,-1.5
10/5/2012,,,,,,,,,
10/6/2012,,,,,,,,,
10/7/2012,0,9.5,0,0,0,0,17,8.5,0
10/8/2012,0,6.7,0,0,0,0,19.5,11.3,3
10/9/2012,0,8,0,0,0,0,19,10,1
10/10/2012,0,12.7,0,0,0,0,8,5.3,2.5
10/11/2012,0,17,11,11,0,0,4.5,1,-2.5
