LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW_FLAG,HEATING_DEGREE_DAYS,TOTAL_RAIN,TOTAL_PRECIPITATION,ID,LOCAL_DATE,COOLING_DEGREE_DAYS,MAX_REL_HUMIDITY,MAX_TEMPERATURE,MEAN_TEMPERATURE,MIN_TEMPERATURE,PARAM,Date,Value,SYM
2021,8,23,,88,,,12,,13.5,3053536.2021.8.23,8/23/2021 0:00,0,99,9,6,3,1,8/23/2021,159,
2021,8,24,,29,,,5.5,,0,3053536.2021.8.24,8/24/2021 0:00,0,98,20.3,12.5,4.7,1,8/24/2021,138,
2021,8,25,,22,,,7,,0,3053536.2021.8.25,8/25/2021 0:00,0,98,23.7,11,-1.7,1,8/25/2021,125,
2021,8,26,,23,,,7.6,,0,3053536.2021.8.26,8/26/2021 0:00,0,95,20.1,10.4,0.6,1,8/26/2021,119,
2021,8,27,,42,,,6.2,,0.5,3053536.2021.8.27,8/27/2021 0:00,0,88,18.3,11.8,5.3,1,8/27/2021,113,
2021,8,28,,34,,,6.3,,0,3053536.2021.8.28,8/28/2021 0:00,0,95,20.4,11.7,2.9,1,8/28/2021,111,
2021,8,29,,28,,,3.3,,0,3053536.2021.8.29,8/29/2021 0:00,0,89,23.1,14.7,6.4,1,8/29/2021,106,
2021,8,30,,35,,,7.1,,0,3053536.2021.8.30,8/30/2021 0:00,0,97,21.6,10.9,0.1,1,8/30/2021,110,
2021,8,31,,70,,,10.5,,29.2,3053536.2021.8.31,8/31/2021 0:00,0,97,11.2,7.5,3.9,1,8/31/2021,124,
2021,9,1,,86,,,11.9,,18.8,3053536.2021.9.1,9/1/2021 0:00,0,98,9.6,6.1,2.6,1,9/1/2021,148,
2021,9,2,,39,,,6.5,,0,3053536.2021.9.2,9/2/2021 0:00,0,97,18.8,11.5,4.1,1,9/2/2021,132,
2021,9,3,,26,,,7.2,,0,3053536.2021.9.3,9/3/2021 0:00,0,99,22.7,10.8,-1.2,1,9/3/2021,122,
2021,9,4,,26,,,5.2,,0,3053536.2021.9.4,9/4/2021 0:00,0,96,24.1,12.8,1.5,1,9/4/2021,118,
2021,9,5,,33,,,1.7,,0,3053536.2021.9.5,9/5/2021 0:00,0,86,21.4,16.3,11.1,1,9/5/2021,125,
2021,9,6,,30,,,5.1,,3.2,3053536.2021.9.6,9/6/2021 0:00,0,98,19.7,12.9,6.1,1,9/6/2021,141,
2021,9,7,,29,,,1,,0,3053536.2021.9.7,9/7/2021 0:00,0,87,25.8,17,8.3,1,9/7/2021,130,
2021,9,8,,68,,,7.7,,0,3053536.2021.9.8,9/8/2021 0:00,0,98,17,10.3,3.7,1,9/8/2021,130,
2021,9,9,,56,,,5.1,,3.6,3053536.2021.9.9,9/9/2021 0:00,0,98,18.1,12.9,7.7,1,9/9/2021,134,
2021,9,10,,53,,,6.9,,0.2,3053536.2021.9.10,9/10/2021 0:00,0,99,19.4,11.1,2.8,1,9/10/2021,146,
2021,9,11,,60,,,6.8,,0.2,3053536.2021.9.11,9/11/2021 0:00,0,99,18.9,11.2,3.5,1,9/11/2021,137,
2021,9,12,,37,,,6.1,,1.6,3053536.2021.9.12,9/12/2021 0:00,0,99,18.2,11.9,5.6,1,9/12/2021,140,
2021,9,13,,31,,,9.9,,0,3053536.2021.9.13,9/13/2021 0:00,0,98,17.9,8.1,-1.7,1,9/13/2021,134,
2021,9,14,,39,,,8.9,,5.5,3053536.2021.9.14,9/14/2021 0:00,0,95,17.7,9.1,0.5,1,9/14/2021,112,
2021,9,15,,36,,,11.2,,4.3,3053536.2021.9.15,9/15/2021 0:00,0,94,12,6.8,1.7,1,9/15/2021,123,
2021,9,16,,28,,,11.7,,0,3053536.2021.9.16,9/16/2021 0:00,0,82,13.8,6.3,-1.2,1,9/16/2021,109,
2021,9,17,,37,,,11.8,,2,3053536.2021.9.17,9/17/2021 0:00,0,95,14.2,6.2,-1.7,1,9/17/2021,93.9,
2021,9,18,,39,,,9.3,,3,3053536.2021.9.18,9/18/2021 0:00,0,97,14.9,8.7,2.5,1,9/18/2021,110,
2021,9,19,,35,,,10.8,,0,3053536.2021.9.19,9/19/2021 0:00,0,98,14.7,7.2,-0.2,1,9/19/2021,122,
2021,9,20,,31,,,9,,0,3053536.2021.9.20,9/20/2021 0:00,0,91,15.6,9,2.3,1,9/20/2021,102,
2021,9,21,,37,,,5.8,,0,3053536.2021.9.21,9/21/2021 0:00,0,68,16.7,12.2,7.8,1,9/21/2021,91.8,
2021,9,22,,32,,,6.8,,0.6,3053536.2021.9.22,9/22/2021 0:00,0,90,18.5,11.2,3.9,1,9/22/2021,94.8,
2021,9,23,,21,,,9,,0,3053536.2021.9.23,9/23/2021 0:00,0,90,15.6,9,2.5,1,9/23/2021,111,
2021,9,24,,37,,,3.4,,0,3053536.2021.9.24,9/24/2021 0:00,0,69,21.9,14.6,7.3,1,9/24/2021,96.3,
2021,9,25,,66,,,5.7,,0.9,3053536.2021.9.25,9/25/2021 0:00,0,92,14,12.3,10.6,1,9/25/2021,99.3,
2021,9,26,,41,,,4.5,,0,3053536.2021.9.26,9/26/2021 0:00,0,97,19.3,13.5,7.8,1,9/26/2021,116,
2021,9,27,,34,,,6.9,,1.4,3053536.2021.9.27,9/27/2021 0:00,0,95,16.9,11.1,5.3,1,9/27/2021,129,
2021,9,28,,43,,,10,,1.5,3053536.2021.9.28,9/28/2021 0:00,0,97,13.4,8,2.5,1,9/28/2021,146,
2021,9,29,,33,,,11,,0,3053536.2021.9.29,9/29/2021 0:00,0,93,14.1,7,-0.1,1,9/29/2021,122,
2021,9,30,,40,,,8.6,,1.6,3053536.2021.9.30,9/30/2021 0:00,0,98,17,9.4,1.8,1,9/30/2021,109,
2021,10,1,,34,,,10.3,,0.4,3053536.2021.10.1,10/1/2021 0:00,0,98,14.4,7.7,0.9,1,10/1/2021,121,
2021,10,2,,41,,,11.3,,0,3053536.2021.10.2,10/2/2021 0:00,0,85,13.2,6.7,0.2,1,10/2/2021,104,
2021,10,3,,44,,,9.9,,1.3,3053536.2021.10.3,10/3/2021 0:00,0,96,12.5,8.1,3.6,1,10/3/2021,97.3,
2021,10,4,,56,,,13.6,,0,3053536.2021.10.4,10/4/2021 0:00,0,97,9,4.4,-0.2,1,10/4/2021,94.2,
2021,10,5,,63,,,12.8,,3.3,3053536.2021.10.5,10/5/2021 0:00,0,96,7.9,5.2,2.6,1,10/5/2021,86.7,
2021,10,6,,42,,,13,,6.6,3053536.2021.10.6,10/6/2021 0:00,0,97,10.1,5,-0.1,1,10/6/2021,97.7,
2021,10,7,,31,,,15.3,,0,3053536.2021.10.7,10/7/2021 0:00,0,97,9.4,2.7,-4,1,10/7/2021,91.7,
2021,10,8,,25,,,15.6,,0,3053536.2021.10.8,10/8/2021 0:00,0,95,12,2.4,-7.3,1,10/8/2021,81.4,
2021,10,9,,38,,,14.2,,1.5,3053536.2021.10.9,10/9/2021 0:00,0,94,12.1,3.8,-4.5,1,10/9/2021,75.6,
2021,10,10,,56,,,15.9,,5.5,3053536.2021.10.10,10/10/2021 0:00,0,97,6.4,2.1,-2.2,1,10/10/2021,75.4,
2021,10,11,,46,,,16.5,,0,3053536.2021.10.11,10/11/2021 0:00,0,94,6.5,1.5,-3.4,1,10/11/2021,71.5,
2021,10,12,,30,,,18.5,,0,3053536.2021.10.12,10/12/2021 0:00,0,94,8.4,-0.5,-9.4,1,10/12/2021,65.1,
2021,10,13,,33,,,16,,0,3053536.2021.10.13,10/13/2021 0:00,0,88,8.2,2,-4.1,1,10/13/2021,63.1,
2021,10,14,,38,,,17.2,,0,3053536.2021.10.14,10/14/2021 0:00,0,90,8.6,0.8,-6.9,1,10/14/2021,59.2,
2021,10,15,,39,,,10.5,,0,3053536.2021.10.15,10/15/2021 0:00,0,76,13.3,7.5,1.7,1,10/15/2021,57.7,
2021,10,16,,48,,,10.5,,0,3053536.2021.10.16,10/16/2021 0:00,0,86,13.7,7.5,1.3,1,10/16/2021,55.9,
2021,10,17,,44,,,9.3,,0,3053536.2021.10.17,10/17/2021 0:00,0,76,12.5,8.7,5,1,10/17/2021,63.7,
2021,10,18,,62,,,16.8,,0,3053536.2021.10.18,10/18/2021 0:00,0,92,5.4,1.2,-3,1,10/18/2021,67.4,
2021,10,19,,48,,,14.2,,0,3053536.2021.10.19,10/19/2021 0:00,0,94,11.9,3.8,-4.3,1,10/19/2021,61,
2021,10,20,,48,,,15.7,,0,3053536.2021.10.20,10/20/2021 0:00,0,96,11.1,2.3,-6.4,1,10/20/2021,57.5,
2021,10,21,,27,,,11.2,,0,3053536.2021.10.21,10/21/2021 0:00,0,95,15.9,6.8,-2.4,1,10/21/2021,55.8,
2021,10,22,,48,,,11.7,,0,3053536.2021.10.22,10/22/2021 0:00,0,86,14.1,6.3,-1.6,1,10/22/2021,54,
2021,10,23,,42,,,10.8,,0,3053536.2021.10.23,10/23/2021 0:00,0,95,11.6,7.2,2.8,1,10/23/2021,54.9,
2021,10,24,,28,,,12,,0,3053536.2021.10.24,10/24/2021 0:00,0,96,13.7,6,-1.7,1,10/24/2021,53.8,
2021,10,25,,59,,,14.5,,4.1,3053536.2021.10.25,10/25/2021 0:00,0,96,8.6,3.5,-1.5,1,10/25/2021,52.6,
2021,10,26,,36,,,11.6,,0,3053536.2021.10.26,10/26/2021 0:00,0,81,11.2,6.4,1.6,1,10/26/2021,51.2,
2021,10,27,,53,,,14.6,,1.6,3053536.2021.10.27,10/27/2021 0:00,0,98,7.5,3.4,-0.8,1,10/27/2021,49.8,
2021,10,28,,68,,,18.2,,0.4,3053536.2021.10.28,10/28/2021 0:00,0,96,4.8,-0.2,-5.2,1,10/28/2021,48.2,
2021,10,29,,49,,,19.9,,1.2,3053536.2021.10.29,10/29/2021 0:00,0,97,4.9,-1.9,-8.8,1,10/29/2021,47.4,
2021,10,30,,32,,,21.8,,0,3053536.2021.10.30,10/30/2021 0:00,0,90,3.8,-3.8,-11.5,1,10/30/2021,41.2,B
2021,10,31,,30,,,23.7,,0,3053536.2021.10.31,10/31/2021 0:00,0,89,3.4,-5.7,-14.8,1,10/31/2021,34.3,B
2021,11,1,,29,,,22.4,,0,3053536.2021.11.1,11/1/2021 0:00,0,89,6.6,-4.4,-15.4,1,11/1/2021,33.4,B
2021,11,2,,37,,,18.3,,0,3053536.2021.11.2,11/2/2021 0:00,0,91,10.9,-0.3,-11.5,1,11/2/2021,36,B
2021,11,3,,44,,,13.5,,0,3053536.2021.11.3,11/3/2021 0:00,0,85,12.3,4.5,-3.3,1,11/3/2021,38.3,B
2021,11,4,,55,,,13.2,,0,3053536.2021.11.4,11/4/2021 0:00,0,90,11.4,4.8,-1.9,1,11/4/2021,38.1,B
2021,11,5,,28,,,11.8,,1.1,3053536.2021.11.5,11/5/2021 0:00,0,96,12.7,6.2,-0.4,1,11/5/2021,36.6,B
2021,11,6,,49,,,19,,0,3053536.2021.11.6,11/6/2021 0:00,0,97,5,-1,-7.1,1,11/6/2021,34.9,B
2021,11,7,,54,,,19,,0.2,3053536.2021.11.7,11/7/2021 0:00,0,93,2.7,-1,-4.6,1,11/7/2021,33.1,B
2021,11,8,,33,,,19,,0,3053536.2021.11.8,11/8/2021 0:00,0,91,4.9,-1,-6.8,1,11/8/2021,31.6,B
2021,11,9,,38,,,19.8,,0,3053536.2021.11.9,11/9/2021 0:00,0,90,6.7,-1.8,-10.2,1,11/9/2021,30.7,B
2021,11,10,,27,,,17.8,,0,3053536.2021.11.10,11/10/2021 0:00,0,79,6.1,0.2,-5.7,1,11/10/2021,30.2,B
2021,11,11,,35,,,19.6,,0,3053536.2021.11.11,11/11/2021 0:00,0,88,5.6,-1.6,-8.9,1,11/11/2021,29.9,B
2021,11,12,,65,,,16,,3.4,3053536.2021.11.12,11/12/2021 0:00,0,97,6.1,2,-2.1,1,11/12/2021,30,B
2021,11,13,,63,,,16.5,,0,3053536.2021.11.13,11/13/2021 0:00,0,95,4.2,1.5,-1.2,1,11/13/2021,30.6,B
2021,11,14,,91,,,17.9,,6.3,3053536.2021.11.14,11/14/2021 0:00,0,98,1.6,0.1,-1.4,1,11/14/2021,30.5,B
2021,11,15,,94,,,19,,17,3053536.2021.11.15,11/15/2021 0:00,0,98,0.2,-1,-2.1,1,11/15/2021,29.4,B
2021,11,16,,69,,,24.4,,3.1,3053536.2021.11.16,11/16/2021 0:00,0,94,-1.6,-6.4,-11.3,1,11/16/2021,26,B
2021,11,17,,78,,,29.2,,0,3053536.2021.11.17,11/17/2021 0:00,0,91,-5.8,-11.2,-16.6,1,11/17/2021,24.3,B
2021,11,18,,79,,,26.6,,0,3053536.2021.11.18,11/18/2021 0:00,0,91,-2.6,-8.6,-14.5,1,11/18/2021,23.7,B
2021,11,19,,68,,,27.5,,0.2,3053536.2021.11.19,11/19/2021 0:00,0,93,-1.7,-9.5,-17.3,1,11/19/2021,22.4,B
2021,11,20,,73,,,22.2,,0,3053536.2021.11.20,11/20/2021 0:00,0,90,0.6,-4.2,-9,1,11/20/2021,23.2,B
2021,11,21,,76,,,20.9,,0.5,3053536.2021.11.21,11/21/2021 0:00,0,92,2.2,-2.9,-8,1,11/21/2021,25.2,B
2021,11,22,,55,,,15.5,,0,3053536.2021.11.22,11/22/2021 0:00,0,91,7.2,2.5,-2.2,1,11/22/2021,26.6,B
2021,11,23,,58,,,23,,0.2,3053536.2021.11.23,11/23/2021 0:00,0,96,1.7,-5,-11.8,1,11/23/2021,26.7,B
2021,11,24,,46,,,23.1,,0,3053536.2021.11.24,11/24/2021 0:00,0,90,1.8,-5.1,-12,1,11/24/2021,26.1,B
2021,11,25,,62,,,15.7,,0,3053536.2021.11.25,11/25/2021 0:00,0,82,4.4,2.3,0.1,1,11/25/2021,24.9,B
2021,11,26,,43,,,15.7,,0,3053536.2021.11.26,11/26/2021 0:00,0,88,7,2.3,-2.4,1,11/26/2021,24.2,B
2021,11,27,,65,,,21.1,,0.7,3053536.2021.11.27,11/27/2021 0:00,0,96,2.1,-3.1,-8.3,1,11/27/2021,23.9,B
2021,11,28,,94,,,17.3,,8.6,3053536.2021.11.28,11/28/2021 0:00,0,98,1.9,0.7,-0.6,1,11/28/2021,23.8,B
2021,11,29,,82,,,16.6,,1.6,3053536.2021.11.29,11/29/2021 0:00,0,98,5.1,1.4,-2.2,1,11/29/2021,23.9,B
2021,11,30,,53,,,14.1,,1.1,3053536.2021.11.30,11/30/2021 0:00,0,96,7,3.9,0.7,1,11/30/2021,24.2,B
2021,12,1,,91,,,16.5,,6.2,3053536.2021.12.1,12/1/2021 0:00,0,98,2.9,1.5,0,1,12/1/2021,24.2,B
2021,12,2,,48,,,22.4,,2.3,3053536.2021.12.2,12/2/2021 0:00,0,98,1.5,-4.4,-10.2,1,12/2/2021,23,B
2021,12,3,,59,,,28.1,,0,3053536.2021.12.3,12/3/2021 0:00,0,91,-3.5,-10.1,-16.7,1,12/3/2021,20.1,B
2021,12,4,,76,,,33.1,,0,3053536.2021.12.4,12/4/2021 0:00,0,87,-10.4,-15.1,-19.9,1,12/4/2021,16.4,B
2021,12,5,,40,,,30.9,,0.2,3053536.2021.12.5,12/5/2021 0:00,0,87,-6.2,-12.9,-19.5,1,12/5/2021,17.7,B
2021,12,6,,51,,,28.9,,0.7,3053536.2021.12.6,12/6/2021 0:00,0,86,-5.8,-10.9,-15.9,1,12/6/2021,18.3,B
2021,12,7,,71,,,28,,0.2,3053536.2021.12.7,12/7/2021 0:00,0,87,-2.8,-10,-17.2,1,12/7/2021,18.1,B
2021,12,8,,46,,,22.7,,1.4,3053536.2021.12.8,12/8/2021 0:00,0,92,0,-4.7,-9.4,1,12/8/2021,18.8,B
2021,12,9,,64,,,25.7,,0,3053536.2021.12.9,12/9/2021 0:00,0,85,-3.8,-7.7,-11.5,1,12/9/2021,19.1,B
2021,12,10,,42,,,25.4,,0,3053536.2021.12.10,12/10/2021 0:00,0,89,-0.8,-7.4,-14.1,1,12/10/2021,19.5,B
2021,12,11,,64,,,20.6,,6.2,3053536.2021.12.11,12/11/2021 0:00,0,94,-1.1,-2.6,-4.1,1,12/11/2021,19.4,B
2021,12,12,,77,,,28.4,,1.2,3053536.2021.12.12,12/12/2021 0:00,0,93,-3.8,-10.4,-17,1,12/12/2021,19,B
2021,12,13,,65,,,32.8,,0,3053536.2021.12.13,12/13/2021 0:00,0,89,-10.3,-14.8,-19.3,1,12/13/2021,18.7,B
2021,12,14,,64,,,38.7,,0.8,3053536.2021.12.14,12/14/2021 0:00,0,80,-14.4,-20.7,-27,1,12/14/2021,18.2,B
2021,12,15,,65,,,36.8,,0,3053536.2021.12.15,12/15/2021 0:00,0,88,-10.3,-18.8,-27.3,1,12/15/2021,17.9,B
2021,12,16,,59,,,33,,1.6,3053536.2021.12.16,12/16/2021 0:00,0,89,-9,-15,-21.1,1,12/16/2021,17.8,B
2021,12,17,,56,,,39.7,,0,3053536.2021.12.17,12/17/2021 0:00,0,82,-14.9,-21.7,-28.5,1,12/17/2021,17.8,B
2021,12,18,,73,,,32.6,,3.7,3053536.2021.12.18,12/18/2021 0:00,0,90,-7.5,-14.6,-21.6,1,12/18/2021,17.7,B
2021,12,19,,58,,,34.3,,0,3053536.2021.12.19,12/19/2021 0:00,0,81,-8,-16.3,-24.5,1,12/19/2021,17.7,B
2021,12,20,,59,,,36.3,,0,3053536.2021.12.20,12/20/2021 0:00,0,80,-11.5,-18.3,-25,1,12/20/2021,17.7,B
2021,12,21,,70,,,29.6,,0.2,3053536.2021.12.21,12/21/2021 0:00,0,85,-5.6,-11.6,-17.6,1,12/21/2021,17.8,B
2021,12,22,,83,,,23.9,,6.7,3053536.2021.12.22,12/22/2021 0:00,0,91,-3.5,-5.9,-8.2,1,12/22/2021,17.8,B
2021,12,23,,71,,,29.7,,6.3,3053536.2021.12.23,12/23/2021 0:00,0,87,-8.2,-11.7,-15.2,1,12/23/2021,17.8,B
2021,12,24,,56,,,37,,0.2,3053536.2021.12.24,12/24/2021 0:00,0,73,-15.1,-19,-23,1,12/24/2021,17.8,B
2021,12,25,,56,,,42.5,,0.4,3053536.2021.12.25,12/25/2021 0:00,0,65,-23,-24.5,-26,1,12/25/2021,17.8,B
2021,12,26,,54,,,46.3,,0.4,3053536.2021.12.26,12/26/2021 0:00,0,70,-25.3,-28.3,-31.3,1,12/26/2021,17.8,B
2021,12,27,,51,,,49.9,,0,3053536.2021.12.27,12/27/2021 0:00,0,74,-24.3,-31.9,-39.5,1,12/27/2021,17.8,B
2021,12,28,,65,,,41,,0.9,3053536.2021.12.28,12/28/2021 0:00,0,79,-18.8,-23,-27.2,1,12/28/2021,17.8,B
2021,12,29,,64,,,45.6,,1.1,3053536.2021.12.29,12/29/2021 0:00,0,77,-19.8,-27.6,-35.5,1,12/29/2021,17.8,B
2021,12,30,,65,,,39.5,,0.6,3053536.2021.12.30,12/30/2021 0:00,0,81,-14.8,-21.5,-28.2,1,12/30/2021,17.8,B
2021,12,31,,60,,,45.3,,0,3053536.2021.12.31,12/31/2021 0:00,0,75,-19.5,-27.3,-35.1,1,12/31/2021,17.8,B
2022,1,1,,53,,,35.9,,0.2,3053536.2022.1.1,1/1/2022 0:00,0,80,-6.4,-17.9,-29.3,1,1/1/2022,17.8,B
2022,1,2,,58,,,28.6,,1,3053536.2022.1.2,1/2/2022 0:00,0,87,-3.9,-10.6,-17.3,1,1/2/2022,17.7,B
2022,1,3,,54,,,39.3,,1.1,3053536.2022.1.3,1/3/2022 0:00,0,73,-17.3,-21.3,-25.3,1,1/3/2022,17.7,B
2022,1,4,,50,,,44.9,,0.2,3053536.2022.1.4,1/4/2022 0:00,0,68,-25.3,-26.9,-28.6,1,1/4/2022,17.7,B
2022,1,5,,51,,,48.2,,0.4,3053536.2022.1.5,1/5/2022 0:00,0,73,-24.4,-30.2,-36,1,1/5/2022,17.7,B
2022,1,6,,70,,,46.4,,1.6,3053536.2022.1.6,1/6/2022 0:00,0,78,-20.6,-28.4,-36.2,1,1/6/2022,17.7,B
2022,1,7,,66,,,38.4,,4.7,3053536.2022.1.7,1/7/2022 0:00,0,78,-18.5,-20.4,-22.3,1,1/7/2022,17.7,B
2022,1,8,,67,,,39.8,,1.2,3053536.2022.1.8,1/8/2022 0:00,0,86,-12.1,-21.8,-31.5,1,1/8/2022,17.7,B
2022,1,9,,65,,,23.8,,0.4,3053536.2022.1.9,1/9/2022 0:00,0,91,0.5,-5.8,-12.1,1,1/9/2022,17.7,B
2022,1,10,,57,,,21.6,,0.2,3053536.2022.1.10,1/10/2022 0:00,0,92,3.6,-3.6,-10.7,1,1/10/2022,17.6,B
2022,1,11,,69,,,16.1,,0.2,3053536.2022.1.11,1/11/2022 0:00,0,93,5.2,1.9,-1.4,1,1/11/2022,17.6,B
2022,1,12,,59,,,16.8,,1.6,3053536.2022.1.12,1/12/2022 0:00,0,97,6.7,1.2,-4.3,1,1/12/2022,17.6,B
2022,1,13,,86,,,17.5,,0.2,3053536.2022.1.13,1/13/2022 0:00,0,98,3.9,0.5,-2.9,1,1/13/2022,17.6,B
2022,1,14,,67,,,18.2,,0,3053536.2022.1.14,1/14/2022 0:00,0,94,3,-0.2,-3.5,1,1/14/2022,17.6,B
2022,1,15,,57,,,16.5,,0,3053536.2022.1.15,1/15/2022 0:00,0,88,6.5,1.5,-3.5,1,1/15/2022,17.5,B
2022,1,16,,62,,,16.9,,0.6,3053536.2022.1.16,1/16/2022 0:00,0,89,5.1,1.1,-2.9,1,1/16/2022,17.5,B
2022,1,17,,51,,,20.2,,1,3053536.2022.1.17,1/17/2022 0:00,0,85,8.4,-2.2,-12.8,1,1/17/2022,17.5,B
2022,1,18,,56,,,36.9,,0.2,3053536.2022.1.18,1/18/2022 0:00,0,81,-12.8,-18.9,-25,1,1/18/2022,17.5,B
2022,1,19,,57,,,35.5,,0,3053536.2022.1.19,1/19/2022 0:00,0,82,-7.9,-17.5,-27.2,1,1/19/2022,17.4,B
2022,1,20,,69,,,22.3,,1,3053536.2022.1.20,1/20/2022 0:00,0,91,2.5,-4.3,-11,1,1/20/2022,17.4,B
2022,1,21,,59,,,17.7,,0,3053536.2022.1.21,1/21/2022 0:00,0,81,4.5,0.3,-3.8,1,1/21/2022,17.4,B
2022,1,22,,47,,,14.1,,0,3053536.2022.1.22,1/22/2022 0:00,0,77,7.5,3.9,0.3,1,1/22/2022,17.4,B
2022,1,23,,39,,,15.6,,0,3053536.2022.1.23,1/23/2022 0:00,0,81,8,2.4,-3.3,1,1/23/2022,17.3,B
2022,1,24,,60,,,17.9,,0.5,3053536.2022.1.24,1/24/2022 0:00,0,94,4.8,0.1,-4.6,1,1/24/2022,17.3,B
2022,1,25,,45,,,20,,0,3053536.2022.1.25,1/25/2022 0:00,0,91,4.6,-2,-8.5,1,1/25/2022,17.3,B
2022,1,26,,40,,,20.7,,0,3053536.2022.1.26,1/26/2022 0:00,0,83,4.5,-2.7,-9.9,1,1/26/2022,17.2,B
2022,1,27,,42,,,25.2,,0,3053536.2022.1.27,1/27/2022 0:00,0,90,0.8,-7.2,-15.2,1,1/27/2022,17.2,B
2022,1,28,,32,,,23.2,,0,3053536.2022.1.28,1/28/2022 0:00,0,86,4.6,-5.2,-14.9,1,1/28/2022,17.2,B
2022,1,29,,42,,,20.6,,0,3053536.2022.1.29,1/29/2022 0:00,0,81,3.5,-2.6,-8.6,1,1/29/2022,17.1,B
2022,1,30,,59,,,18.3,,4.2,3053536.2022.1.30,1/30/2022 0:00,0,95,2.5,-0.3,-3.1,1,1/30/2022,17.1,B
2022,1,31,,70,,,25.1,,6.8,3053536.2022.1.31,1/31/2022 0:00,0,95,-0.9,-7.1,-13.3,1,1/31/2022,17.1,B
2022,2,1,,49,,,36.3,,0,3053536.2022.2.1,2/1/2022 0:00,0,72,-13.3,-18.3,-23.3,1,2/1/2022,17,B
2022,2,2,,62,,,41.2,,0.2,3053536.2022.2.2,2/2/2022 0:00,0,83,-13.2,-23.2,-33.3,1,2/2/2022,17,B
2022,2,3,,66,,,28.7,,1.3,3053536.2022.2.3,2/3/2022 0:00,0,85,-4.9,-10.7,-16.5,1,2/3/2022,17,B
2022,2,4,,57,,,19.6,,0,3053536.2022.2.4,2/4/2022 0:00,0,80,2.8,-1.6,-6.1,1,2/4/2022,17,B
2022,2,5,,33,,,16.4,,0,3053536.2022.2.5,2/5/2022 0:00,0,82,6.9,1.6,-3.6,1,2/5/2022,16.9,B
2022,2,6,,29,,,12.7,,0,3053536.2022.2.6,2/6/2022 0:00,0,75,11.3,5.3,-0.6,1,2/6/2022,16.9,B
2022,2,7,,47,,,15.7,,2.8,3053536.2022.2.7,2/7/2022 0:00,0,96,6.4,2.3,-1.7,1,2/7/2022,16.8,B
2022,2,8,,41,,,15.3,,0,3053536.2022.2.8,2/8/2022 0:00,0,80,7.4,2.7,-1.9,1,2/8/2022,16.8,B
2022,2,9,,52,,,12,,0,3053536.2022.2.9,2/9/2022 0:00,0,76,8.8,6,3.2,1,2/9/2022,16.7,B
2022,2,10,,24,,,13.5,,0,3053536.2022.2.10,2/10/2022 0:00,0,75,11.3,4.5,-2.2,1,2/10/2022,16.6,B
2022,2,11,,25,,,21.1,,0,3053536.2022.2.11,2/11/2022 0:00,0,88,5.6,-3.1,-11.8,1,2/11/2022,16.2,B
2022,2,12,,29,,,17.6,,0,3053536.2022.2.12,2/12/2022 0:00,0,59,7.2,0.4,-6.3,1,2/12/2022,15.2,B
2022,2,13,,39,,,13.1,,0,3053536.2022.2.13,2/13/2022 0:00,0,73,9.5,4.9,0.3,1,2/13/2022,14.8,B
2022,2,14,,77,,,17.9,,1.6,3053536.2022.2.14,2/14/2022 0:00,0,96,2.2,0.1,-2.1,1,2/14/2022,15.2,B
2022,2,15,,58,,,20.8,,0.9,3053536.2022.2.15,2/15/2022 0:00,0,95,2,-2.8,-7.7,1,2/15/2022,15.2,B
2022,2,16,,40,,,19.7,,0,3053536.2022.2.16,2/16/2022 0:00,0,92,3.7,-1.7,-7.1,1,2/16/2022,14.7,B
2022,2,17,,47,,,15.5,,0.4,3053536.2022.2.17,2/17/2022 0:00,0,86,7.2,2.5,-2.1,1,2/17/2022,14.5,B
2022,2,18,,56,,,18.2,,0,3053536.2022.2.18,2/18/2022 0:00,0,72,5.8,-0.2,-6.2,1,2/18/2022,14.5,B
2022,2,19,,54,,,17.8,,1.6,3053536.2022.2.19,2/19/2022 0:00,0,92,6.5,0.2,-6.1,1,2/19/2022,14.4,B
2022,2,20,,54,,,30.1,,0,3053536.2022.2.20,2/20/2022 0:00,0,78,-6.1,-12.1,-18,1,2/20/2022,13.5,B
2022,2,21,,40,,,37.1,,0.2,3053536.2022.2.21,2/21/2022 0:00,0,62,-16.5,-19.1,-21.7,1,2/21/2022,13.1,B
2022,2,22,,30,,,37.6,,0,3053536.2022.2.22,2/22/2022 0:00,0,76,-11.7,-19.6,-27.4,1,2/22/2022,13.3,B
2022,2,23,,53,,,36,,0.4,3053536.2022.2.23,2/23/2022 0:00,0,82,-9.6,-18,-26.4,1,2/23/2022,13.5,B
2022,2,24,,33,,,25.1,,0.3,3053536.2022.2.24,2/24/2022 0:00,0,80,-0.1,-7.1,-14,1,2/24/2022,13.6,B
2022,2,25,,33,,,27.1,,0,3053536.2022.2.25,2/25/2022 0:00,0,84,1.7,-9.1,-19.8,1,2/25/2022,13.7,B
2022,2,26,,22,,,23.1,,0,3053536.2022.2.26,2/26/2022 0:00,0,85,6,-5.1,-16.3,1,2/26/2022,13.8,B
2022,2,27,,50,,,17.7,,0,3053536.2022.2.27,2/27/2022 0:00,0,76,4.3,0.3,-3.7,1,2/27/2022,13.9,B
